Ristoranti - Trattorie ed Osterie;Al Borgat;Piazza Giuseppe Mazzini X,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-403XX;46.40XXX 13.0XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Sicaf s.a.s di Feghiz Silvano e c.;Via della Resistenza X,;34070;FOGLIANO REDIPUGLIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4896XX;45.86XXX 13.48XXX;info@federweb.com;
Ristoranti;Antoniacomi Raul;Via Nazionale XXX,;33024;FORNI DI SOPRA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-881XX;46.42XXX 12.57XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Ciacarade;Via San Francesco d Assisi X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5102XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Peric Branco;Via Preseren XX, Marcottini;34070;DOBERDÒ DEL LAGO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-781XX;45.85XXX 13.55XXX;info@federweb.com;
Pizzerie        Ristoranti;Holiday;Via Nazario Sauro XX,;34075;SAN CANZIAN D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-762XX;45.81XXX 13.45XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Stella;Via Raffaele Zovenzoni XX,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6510XX;46.08XXX 12.57XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Sbarco Dei Pirati;Via Lorenzo Bartollini XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-213XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Rudy;Via Valdirivo XX,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6394XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Arena Bar al Mercato;;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5229XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Da Sebastian;Via Amaranto X,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;339-69234XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Rustiche Armonie S.n.c. di Faggiani Michele&Bressan Valeria;Via Gardini Giovanni Paolo X/A,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7343XX;45.95XXX 12.50XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Aquila Nera;Via Roma XX,;33080;BARCIS ;(PN) ;    FRIULI VENEZIA GIULIA;0427-763XX;46.19XXX 12.55XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Bosco;Via Squarzulis XX,;33040;PREPOTTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7309XX;46.07XXX 13.47XXX;info@federweb.com;
Ristoranti;Ristorante Bar  la Pignate di Bozzer Natalina l e c. Snc;Via Volton X,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-531XX;45.70XXX 13.05XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Gran;Frazione Trava XX,;33029;LAUCO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-741XX;46.43XXX 12.90XXX;info@federweb.com;
Ristoranti;Magrin Marina;Via Carducci Giosue' XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-76057XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria la di Copet di Salone Luca;Piazza del Mercato X,;33030;BUJA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9657XX;46.20XXX 13.12XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da de Cecco;Via Nazionale X,;33042;BUTTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6743XX;46.00XXX 13.34XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Bachero;Via Pilacorte X,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-23XX;46.11XXX 12.90XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bruno;Via San Marco XX, Castions;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-970XX;45.97XXX 12.79XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Donolo;Piazza Monte Ortigara X, Baseglia;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-413XX;46.13XXX 12.90XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Mariuta;Via Duca d Aosta XX,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7776XX;45.82XXX 13.49XXX;info@federweb.com;
Alberghi        Ristoranti;Ai Mulinars;Via della Val Cosa XX,;33090;CLAUZETTO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-806XX;46.22XXX 12.91XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Trattato di Rizzardi Mario;Piazza Trattato X,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6631XX;46.0XXX 13.15XXX;info@federweb.com;
Ristoranti;Ferfila Riccardo;Frazione Sistiana XX,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-29072XX;45.77XXX 13.63XXX;info@federweb.com;
Pizzerie        Ristoranti;Fassina;Viale Michelangelo Grigoletti XX,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-991XX;45.97XXX 12.56XXX;info@federweb.com;
Ristoranti;L'Ultimo Molino di Corinna Balestrieri e c. s.a.s.;Via Molino,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9579XX;45.91XXX 12.76XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria da Adele;Via Bordon XX,;33040;PREPOTTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7130XX;46.10XXX 13.59XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Alla Bella Trieste;Via d'Azeglio Massimo XX,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7619XX;45.64XXX 13.78XXX;info@federweb.com;
Ristoranti;Mastro Birraio;Via Nazionale XX,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7467XX;45.96XXX 13.41XXX;info@federweb.com;
Ristoranti;La di Fulin;Via Lignano XX,;33050;PRECENICCO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-560XX;45.76XXX 13.06XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria di Ramandolo;Via Ramandolo XX,;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7900XX;46.22XXX 13.25XXX;info@federweb.com;
Ristoranti;Ai Gelsi;Via Circonvallazione Ovest XX,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9070XX;45.95XXX 12.97XXX;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Trattoria la de le Mamole;Piazza del Lavoro X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-0902XX;45.67XXX 13.39XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria di Treu di Cuttini Loretta;Via a. di Prampero X,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9825XX;46.27XXX 13.13XXX;info@federweb.com;
Ristoranti;Ristorante da Scarpan di Sfiller Claudio;Via Garibaldi XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9430XX;46.16XXX 13.01XXX;info@federweb.com;
Ristoranti;Osteria al Ponte;Via iv Novembre XX, Tiezzo;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-4248XX;45.89XXX 12.6XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;A le Patrie Dal Friu'l;Largo Municipio XX,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;348-07386XX;46.01XXX 13.15XXX;info@federweb.com;
Ristoranti;Pizzeria Plaza;Piazza Risorgimento X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-0126XX;45.95XXX 12.66XXX;info@federweb.com;
Ristoranti;Ristorante Giapponese Osaka di hu Sue;Piazza Venti Settembre XXXX X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5088XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Oasi di Andriollo Rosanna;;;;0431-9688XX;45.8XXX 13.39XXX;info@federweb.com;
Sport Impianti e Corsi - Varie Discipline        Ristoranti;Golf Senza Confini Tarvisio;Via Priesnig X,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-6447XX;46.49XXX 13.58XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Ognibene;Via Beltramini X,;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6796XX;46.11XXX 13.30XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Alla Posta;Frazione Clodig XX,;33040;GRIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7250XX;46.15XXX 13.59XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Gjal Blanc;Via Vittorio Alfieri XX,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7932XX;46.2XXX 13.21XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Gambero;Via Scamozzi X,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9284XX;45.90XXX 13.3XXX;info@federweb.com;
Alberghi        Ristoranti;Bellavista;Lungomare Trieste XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-713XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Il Paradiso;Via Montereale XXX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3654XX;45.98XXX 12.64XXX;info@federweb.com;
Ristoranti;Barrique;Viale Franco Martelli XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5219XX;45.95XXX 12.66XXX;info@federweb.com;
Alberghi        Ristoranti;La Baita;Via del Forte,;33010;MALBORGHETTO VALBRUNA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-419XX;46.50XXX 13.43XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bellariva;Via Auguste Piccard XX,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2241XX;45.73XXX 13.67XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Pepi;Via Kosovel Srecko XX, Basovizza;34149;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2261XX;45.64XXX 13.86XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Mosaico;Via Odorico Odorico X,;33090;SEQUALS ;(PN) ;    FRIULI VENEZIA GIULIA;0427-9391XX;46.15XXX 12.82XXX;info@federweb.com;
Pizzerie        Ristoranti;Al Brigantino;Via di Prosecco XX, Villa Opicina;34016;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2120XX;45.69XXX 13.78XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Cacciatore;Via Piave XX,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-710XX;46.16XXX 12.7XXX;info@federweb.com;
Ristoranti;Bar Tavaris Stefania;Via Monte Grappa XX,;33050;GONARS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9933XX;45.89XXX 13.23XXX;info@federweb.com;
Ristoranti;Pizzeria Ristorante Continental;Corso dei Continenti X,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-4286XX;45.66XXX 13.10XXX;info@federweb.com;
Pizzerie        Ristoranti;Al Vecchio Tram;Via Gabriele Luigi Pecile XX,;33034;FAGAGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8009XX;46.11XXX 13.08XXX;info@federweb.com;
Ristoranti;Locanda al Municipio;Via Glizoio di Mels X,;33010;VENZONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9858XX;46.33XXX 13.13XXX;info@federweb.com;
Ristoranti;Ristorante Giapponese Ikki Sushi;Viale Guglielmo Marconi XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2080XX;45.96XXX 12.65XXX;info@federweb.com;
Bar e Caffe'        Ristoranti;Oasi di Pisacane Vincenzo;Via Chiavris XX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4873XX;46.09XXX 13.20XXX;info@federweb.com;
Ristoranti;Casetta in Canada' di Primus Jorghe;Via Monte Croce X,;33026;PALUZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7794XX;46.53XXX 13.11XXX;info@federweb.com;
Ristoranti;Bar Ristorante il Stusighin;Piazza Indipendenza XX,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5214XX;45.77XXX 12.99XXX;info@federweb.com;
Ristoranti;Martinuzzi Adriana;Piazza della Chiesa X/X, Racchiuso;33040;ATTIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7890XX;46.16XXX 13.32XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Gallo;Via San Marco XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5209XX;45.95XXX 12.66XXX;info@federweb.com;
Alberghi        Ristoranti;Renzo;Via Saisera XX,;33010;MALBORGHETTO VALBRUNA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-601XX;46.49XXX 13.48XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Dal Piciul;Via dei Ponti XX, Cimano;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9573XX;46.20XXX 13.02XXX;info@federweb.com;
Ristoranti;Al Cason;Viale dei Continenti XXX, Lignano Riviera;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-4230XX;45.6XXX 13.0XXX;info@federweb.com;
Ristoranti;La Colombina Due di Barbani Bruno & c. Sas;Via Contessa Beretta XX,;34072;FARRA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6536XX;45.91XXX 13.53XXX;info@federweb.com;
Ristoranti;La Sacca;Via delle Dune XX, Lignano Pineta;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-4237XX;45.67XXX 13.11XXX;info@federweb.com;
Alberghi        Ristoranti;Albergo Ristorante Roma Srl;Via Zoratti XX,;33034;FAGAGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8103XX;46.11XXX 13.08XXX;info@federweb.com;
Ristoranti;Bella Venezia;Via del Marinaio X,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-598XX;45.77XXX 12.99XXX;info@federweb.com;
Ristoranti;El Mordisco;Via Pordenone X, San Giovanni;33070;POLCENIGO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7487XX;46.02XXX 12.50XXX;info@federweb.com;
Ristoranti;Grande Shanghai;Piazza Venezia X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3092XX;45.64XXX 13.76XXX;info@federweb.com;
Elaborazione Dati - Servizio Conto Terzi        Ristoranti;Villa Curtis Vadi;Via del Pino XX,;33075;CORDOVADO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-683XX;45.8XXX 12.88XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria la Speranza;Foro Giulio Cesare XX,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7311XX;46.09XXX 13.42XXX;info@federweb.com;
Alberghi        Ristoranti;La Rotonda;Via Monsignor Angelo Ramazzotti X,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-307XX;45.83XXX 13.33XXX;info@federweb.com;
Ristoranti;Albergo - Ristorante al Portico;Via Zuiano XX,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6401XX;45.87XXX 12.72XXX;info@federweb.com;
Ristoranti;Casabianca;Viale San Giorgio XX,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6615XX;46.07XXX 12.58XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria il Gardilin di Franceschinis Sonia e Conti Alessandro Snc;Piazza San Rocco XX,;33050;CARLINO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6871XX;45.80XXX 13.18XXX;info@federweb.com;
Gastronomie, Salumerie e Rosticcerie        Ristoranti;Da Siora Rosa;Piazza Attilio Hortis X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3014XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Due Palme;Viale Leonardo da Vinci X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4862XX;46.06XXX 13.22XXX;info@federweb.com;
Alberghi        Ristoranti;Albergo Italia di Brugnolo t. & c. s.a.s.;Via Colombo Cesare Augusto XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4119XX;45.80XXX 13.55XXX;info@federweb.com;
Alberghi        Ristoranti;Trattoria 101;Corso Italia XXX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5250XX;45.9XXX 13.61XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria da Daniela;Via Giuseppe Garibaldi X,;33050;RUDA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9997XX;45.84XXX 13.37XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria All'Argine - di Tamos Venerina Trattoria All39;Argine - di Tamos Venerina;Via Forte XXX,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-7823XX;45.7XXX 13.04XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Porto Industriale;Via Caboto Giovanni e Sebastiano XX,;34147;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8230XX;45.61XXX 13.80XXX;info@federweb.com;
Ristoranti;Ristorante da Mauro S.n.c. di Mauro Roberto & c.;Via Volton XX,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;338-88386XX;45.69XXX 13.05XXX;info@federweb.com;
Ristoranti;Valvasori David;Piazza Aquileia XX,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9006XX;45.96XXX 13.00XXX;info@federweb.com;
Ristoranti;Zeta13 S.r.l.;Via San Nicolo' X,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7652XX;45.6XXX 13.76XXX;info@federweb.com;
Alberghi        Ristoranti;Al Benvenuto;Via Grialba X,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-29XX;46.39XXX 13.02XXX;info@federweb.com;
Alberghi        Ristoranti;Galles;Via Divisione Julia XX,;33026;PALUZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7754XX;46.53XXX 13.01XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Bar Alla Stella;Via Luigi Cadorna XX,;33040;CAMPOLONGO TAPOGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9730XX;45.86XXX 13.3XXX;info@federweb.com;
Ristoranti;Al Soreli S.n.c. di Durante Damiano e Barbiero Villi;Via dell' Acquedotto X,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-730XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Zhang Lindong;Via d'Annunzio Gabriele XX,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7776XX;45.82XXX 13.50XXX;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Tre Colonne;Via Adelaide Ristori X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7310XX;46.09XXX 13.43XXX;info@federweb.com;
Ristoranti;La Piazzetta;Piazza di Cavana X,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3003XX;45.64XXX 13.76XXX;info@federweb.com;
Alberghi        Ristoranti;Le Terrazze;Strada Costiera XX, Grignano;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2245XX;45.71XXX 13.71XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Baffo;Via Luigi Negrelli XX,;34143;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3056XX;45.63XXX 13.77XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Baracca Del Pesce di Sanson Andrea & co Sas;Via Xxv Aprile XX,;34070;TURRIACO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7674XX;45.82XXX 13.43XXX;info@federweb.com;
Ristoranti;Fortuna di Zhou Jie & c. S.n.c.;Via della Rosta XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2999XX;46.05XXX 13.24XXX;info@federweb.com;
Ristoranti;Donna S.r.l.;Via Revedole XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-431XX;45.9XXX 12.67XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Galavresi Alessandro;Via Friuli XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-7249XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Frasca;Via Cividale XX, Siacco;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6790XX;46.12XXX 13.31XXX;info@federweb.com;
Ristoranti;Scozzir;Via Cividale XX,;33040;FAEDIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7281XX;46.14XXX 13.34XXX;info@federweb.com;
Ristoranti;Shanghai;Via San Daniele X,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9079XX;45.98XXX 12.96XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Gian;Via Piagno XX,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6478XX;45.90XXX 12.63XXX;info@federweb.com;
Ristoranti;Alla Frasca;Via Pra' XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-404XX;45.96XXX 12.69XXX;info@federweb.com;
Bar e Caffe'        Ristoranti;Al Porco Caldo;Via Borgolucido X,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-403XX;46.11XXX 12.90XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Tre Corone S.r.l.;Via Volpe Marco XX,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-506XX;46.1XXX 12.9XXX;info@federweb.com;
Ristoranti;Ai Longobardi;Via Atleti Azzurri d Italia X,;34076;ROMANS D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9096XX;45.89XXX 13.43XXX;info@federweb.com;
Pizzerie        Ristoranti;Esposito Ristorazione di Esposito Maria & c. s.a.s.;Via Stiria XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6036XX;46.03XXX 13.24XXX;info@federweb.com;
Bar e Caffe'        Ristoranti;Rosa;Via Paluzza XX,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-4680XX;46.41XXX 13.01XXX;info@federweb.com;
Ristoranti - Self Service e Fast Food;Tivoli;Via Milano,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-803XX;45.68XXX 13.37XXX;info@federweb.com;
Ristoranti;Vitello d'Oro;Via Erasmo Valvason X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5089XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ristorante Osteria le Falene di Plazzotta Sonia & c Snc;;;;0433-7774XX;46.53XXX 13.05XXX;info@federweb.com;
Ristoranti;Trattoria Belvedere di Zotti Patrizia;Via Belvedere X,;33095;SAN GIORGIO DELLA RICHINVELDA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-940XX;46.02XXX 12.82XXX;info@federweb.com;
Ristoranti;Al Tinello;Via Ungaresca XX,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6246XX;45.91XXX 12.54XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Pulzut di Ceschia Francesco;Via Coia di Levante,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7842XX;46.22XXX 13.2XXX;info@federweb.com;
Ristoranti;Osteria Sul Ronc di Liussi Renzo;Via dei Fagna' XX,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7858XX;46.21XXX 13.20XXX;info@federweb.com;
Alberghi        Ristoranti;Pace Alpina;Via Valcada XX,;33020;RAVASCLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-6169XX;46.52XXX 12.92XXX;info@federweb.com;
Ristoranti;Anatolia 12;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-51996XX;45.65XXX 13.79XXX;info@federweb.com;
Ristoranti;Ristorante Pizzeria al Doge;Via Gaetano Donizetti X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-841XX;45.67XXX 13.38XXX;info@federweb.com;
Ristoranti;Ristorante Bar Cigno Nero;Via s. Antonio XX, Cosa;33095;SAN GIORGIO DELLA RICHINVELDA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-9680XX;46.05XXX 12.87XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria-Gostilna Korsic;Localita' Sovenza X,;34070;SAN FLORIANO DEL COLLIO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-8848XX;45.98XXX 13.58XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Luna;Via Guglielmo Oberdan XX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5303XX;45.94XXX 13.62XXX;info@federweb.com;
Pizzerie        Ristoranti;Al Vapore;Vicolo Sillio X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-14470XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Buffet Vita;Viale dei Campi Elisi XX,;34143;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3027XX;45.63XXX 13.76XXX;info@federweb.com;
Pizzerie        Ristoranti - Trattorie ed Osterie;Europa;Via Iii Armata XX, Redipuglia;34070;FOGLIANO REDIPUGLIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4890XX;45.84XXX 13.48XXX;info@federweb.com;
Ristoranti;Ristorante al Vecchio Mulino;Via Xxiv Maggio X,;34076;MEDEA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-674XX;45.91XXX 13.42XXX;info@federweb.com;
