Centri Commerciali, Supermercati e Grandi Magazzini;Zuiki c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0432-461XX;45.8XXX 13.43XXX;info@federweb.com;
Ristoranti;Osteria Codelli;Via dei Codelli XX,;34070;MOSSA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-8080XX;45.93XXX 13.54XXX;info@federweb.com;
Ristoranti;Tengo Cuore Italiano Srl;Via Carso XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-717XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti;Taco Mania;Via Pionieri dell'Aria XXX/A,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;331-86085XX;46.02XXX 12.62XXX;info@federweb.com;
Ristoranti;Alibus International S.r.l.;Via s. Gregorio Bassa X/A,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5988XX;45.94XXX 12.6XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ostarie da Nane;Via Ellero X,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;347-21013XX;46.20XXX 13.22XXX;info@federweb.com;
Ristoranti;C. & f. Srls;Via Tavagnacco XX/X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4863XX;46.09XXX 13.22XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alle Antiche Scuderie S.n.c. di Zuliani Silvia;Piazza Castello X,;33010;COLLOREDO DI MONTE ALBANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8892XX;46.16XXX 13.14XXX;info@federweb.com;
Ristoranti;Da Vince di Vincenzo Gargiulo;Via Corona XX,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6393XX;45.93XXX 13.47XXX;info@federweb.com;
Pizzerie        Ristoranti;Peperoncino;Via Carinizia XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;334-52009XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Osteria ai Cocaj;Via Aquileia XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0421-0985XX;45.XXX 13.14XXX;info@federweb.com;
Ristoranti;Casa Del Popolo;Via Ponziana XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7743XX;45.64XXX 13.78XXX;info@federweb.com;
Ristoranti;Trattoria la Pineta;Via di Monrupino XX, Villa Opicina;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;320-37281XX;45.69XXX 13.79XXX;info@federweb.com;
Ristoranti;I 3 Ministri;Corso Vittorio Emanuele ii XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;392-44978XX;45.95XXX 12.65XXX;info@federweb.com;
Ristoranti;Osteria Tagli e Taglieri;Via Raimondo d'Aronco XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;347-96475XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Old Wild West;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9578XX;45.94XXX 12.72XXX;info@federweb.com;
Ristoranti;U Sushi 3;Viale delle Grazie X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-18327XX;45.95XXX 12.66XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Marise;Via Felice Venezian XX,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32291XX;45.6XXX 13.7XXX;info@federweb.com;
Ristoranti;Fish & Chips;Via dell Agraria XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;389-12531XX;45.79XXX 13.53XXX;info@federweb.com;
Ristoranti;All'Autocentro;Via Lumignacco XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17930XX;46.05XXX 13.2XXX;info@federweb.com;
Ristoranti;La Frittolina;Viale Grado XX,;33050;PAVIA DI UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;392-30553XX;46.00XXX 13.27XXX;info@federweb.com;
Ristoranti;Kme ki Turizem - Agriturismo Racman;Frazione Pese,;34018;SAN DORLIGO DELLA VALLE ;(TS) ;    FRIULI VENEZIA GIULIA;339-54723XX;45.62XXX 13.89XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Cappello;Borgo Udine XX,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;388-64514XX;45.90XXX 13.30XXX;info@federweb.com;
Ristoranti;Da Barbara;Frazione Palchisce XX,;34070;DOBERDÒ DEL LAGO ;(GO) ;    FRIULI VENEZIA GIULIA;388-47160XX;45.85XXX 13.56XXX;info@federweb.com;
Ristoranti;Wolf Pub Ristorante;Largo Isonzo X, Valvasone;33098;VALVASONE ARZENE ;(PN) ;    FRIULI VENEZIA GIULIA;338-74385XX;45.99XXX 12.86XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Marcurele;Via Roma XX,;33010;VENZONE ;(UD) ;    FRIULI VENEZIA GIULIA;340-89357XX;46.3XXX 13.13XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Moro;Via del Destriero X,;34137;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;391-70070XX;45.63XXX 13.78XXX;info@federweb.com;
Ristoranti;Bistrot Ratatuille Brasserie;Via Italia X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;348-98623XX;45.67XXX 13.40XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Colonna;Via Colonna XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;328-27304XX;45.96XXX 12.66XXX;info@federweb.com;
Ristoranti;Rosticceria Gastronomia Friuli;Viale Friuli XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;338-18078XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti;Da Min;Via Volontari della Libertà X,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9751XX;46.25XXX 13.0XXX;info@federweb.com;
Ristoranti;Inn Pik;Frazione Pesariis XX, Pesariis;33020;PRATO CARNICO ;(UD) ;    FRIULI VENEZIA GIULIA;348-14390XX;46.52XXX 12.77XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Intant Bondi';Via Taboga XXX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17984XX;46.27XXX 13.10XXX;info@federweb.com;
Ristoranti;Tunnel Food And Drink;Via Giorgio Bombi X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-0913XX;45.94XXX 13.62XXX;info@federweb.com;
Ristoranti;Yuxi;Via Poscolle XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-15047XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Ristorantino Tarvisio;SsXX,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;340-24849XX;46.50XXX 13.57XXX;info@federweb.com;
Ristoranti;Yuxi;Piazza del Municipio X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-2844XX;45.94XXX 13.62XXX;info@federweb.com;
Ristoranti;Lab Lunch;Via San Lazzaro X,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3624XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Under 18;Via Andrea Palladio X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;347-03324XX;46.XXX 13.23XXX;info@federweb.com;
Ristoranti;Nifty;Viale Guglielmo Marconi XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-18302XX;45.96XXX 12.65XXX;info@federweb.com;
Ristoranti;Birbanti;Via Alberto Boccardi X,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24746XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Marcello;Via Corona XX,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;339-27025XX;45.94XXX 13.47XXX;info@federweb.com;
Ristoranti;Dal Lep S.r.l.;Via Corridoni f. XX,;33050;GONARS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9931XX;45.89XXX 13.2XXX;info@federweb.com;
Ristoranti;La Cucina di Crema S.r.l.;Via Carso XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-19380XX;45.69XXX 13.15XXX;info@federweb.com;
Ristoranti;Bar Ristorante di Vergendo Serena;Via San Valentino XX,;33020;AMARO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-4686XX;46.37XXX 13.XXX;info@federweb.com;
Ristoranti;Draw Food;Via Torino XX,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32293XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Pharaon;Via Giuseppe Mazzini XX, Grizzo;33086;MONTEREALE VALCELLINA ;(PN) ;    FRIULI VENEZIA GIULIA;331-48206XX;46.15XXX 12.64XXX;info@federweb.com;
Ristoranti;La de Jure;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-26077XX;45.65XXX 13.79XXX;info@federweb.com;
Ristoranti;Lignano Sabbiadoro;Via Padana XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;333-66119XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Da Garibaldi ex Postiglione;Via Soffumbergo XX, Campeglio;33040;FAEDIS ;(UD) ;    FRIULI VENEZIA GIULIA;342-80092XX;46.12XXX 13.3XXX;info@federweb.com;
Ristoranti;Kikko Kaiten Sushi;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.8XXX 13.43XXX;info@federweb.com;
Ristoranti;Poderi di Angoris;Via Aquileia XX,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-19998XX;45.93XXX 13.45XXX;info@federweb.com;
Ristoranti;Cospalat;Via Marolins XX,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;347-75204XX;46.1XXX 13.18XXX;info@federweb.com;
Ristoranti;Pizza & co.;Via Albino Ruffo XX,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;393-97335XX;45.9XXX 12.49XXX;info@federweb.com;
Ristoranti;Caffe' Municipio di Orleni Fausto - Tavola Calda;Chiesa Ss. Giacomo e Nicolo',;;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;366-35645XX;45.90XXX 12.52XXX;info@federweb.com;
Ristoranti;Marin Ristorante;Via Bassi XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9544XX;45.93XXX 12.70XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ai 2 Ladroni;Via Emo Tarabocchia X,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;348-06262XX;45.65XXX 13.7XXX;info@federweb.com;
Ristoranti;Mia di Dai Jinxiong & c. s.a.s.;Viale Marconi Guglielmo XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-210XX;45.96XXX 12.65XXX;info@federweb.com;
Pizzerie        Ristoranti;Acqua Pazza;Via Latisana XXX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;340-54391XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Ai Compari;Via Manaruti X,;34070;TURRIACO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-19999XX;45.81XXX 13.43XXX;info@federweb.com;
Ristoranti;Ristorante al Tinello;Via Ungaresca di Brugnera,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-16963XX;45.90XXX 12.5XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria da Nice;Via Venezia XX, Andrazza;33024;FORNI DI SOPRA ;(UD) ;    FRIULI VENEZIA GIULIA;338-14181XX;46.41XXX 12.58XXX;info@federweb.com;
Ristoranti;Sumo Sushi Snc;Via Nazionale XX,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8840XX;46.13XXX 13.22XXX;info@federweb.com;
Ristoranti;Mangia e Fuggi;Via Valdirivo XX,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24106XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Fc Format s.a.s. di Comugnaro Francesco & c.;Via Villa Pasini Vianelli XX,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6670XX;46.08XXX 13.32XXX;info@federweb.com;
Ristoranti;L'Alimentare;Via Raimondo d Aronco XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-15037XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Azienda Agricola Sbaiz;Via Ippolito Nievo X, Glaunicco;33030;CAMINO AL TAGLIAMENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9192XX;45.9XXX 12.94XXX;info@federweb.com;
Ristoranti;Ostaria Con Cucina Mulin di Braida;Via Ampezzo X,;33050;RUDA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9996XX;45.83XXX 13.35XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Ciavedal;Via Aquileia XX,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-910XX;45.86XXX 13.XXX;info@federweb.com;
Ristoranti;Ristorante al Vecjo Mulin;Via del Mulino XX,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6778XX;46.07XXX 13.13XXX;info@federweb.com;
Ristoranti;Play Stop s.a.s. di wu Yuli & c.;Via del Autiere XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3624XX;45.97XXX 12.64XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Delparco Hotel;Via Bonaldo Stringher XX,;33042;BUTTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6360XX;46.01XXX 13.32XXX;info@federweb.com;
Ristoranti;Al Pescatore;Localita Val, Somplago;33020;CAVAZZO CARNICO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-934XX;46.3XXX 13.06XXX;info@federweb.com;
Ristoranti;Mt Ristorazione;Via Colugna X,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5707XX;46.10XXX 13.21XXX;info@federweb.com;
Ristoranti;Befed Brew Pub Udine;Via dei Rizzani X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17441XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Lab S.r.l.;Via d'Aronco Raimondo XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5039XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Trattoria Strassoldo;Via Palmanova,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;339-12371XX;45.86XXX 13.31XXX;info@federweb.com;
Ristoranti;Da Pippo;Via Carso X,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;339-60144XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti;Balkan Express "da Miljo";Località Devetachi X,;34070;DOBERDÒ DEL LAGO ;(GO) ;    FRIULI VENEZIA GIULIA;328-87565XX;45.86XXX 13.57XXX;info@federweb.com;
Ristoranti;We Love Sushi (Take Away & Delivery);Via Carnia XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;327-90908XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti;L' Emporio di Lazzaretti Daniela & c. S.n.c.;Via Udine XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-735XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ricky Hostaria;Corso degli Alisei X, Lignano Pineta;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-4239XX;45.66XXX 13.10XXX;info@federweb.com;
Ristoranti;Da.co. - Societa' in Nome Collettivo di d'Alessio Deborah & Concia Cla;Via Slataper Scipio XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6614XX;45.65XXX 13.78XXX;info@federweb.com;
Ristoranti;El Jalape;Via Adriatica,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;340-90326XX;46.03XXX 13.21XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Gallo Cedrone Pordenone;Via Roma,;33080;ERTO E CASSO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-4661XX;46.2XXX 12.36XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Principato di Ariis;Via Lucina Savorgnan X, Rivignano;33061;RIVIGNANO TEOR ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7750XX;45.87XXX 13.08XXX;info@federweb.com;
Alberghi        Ristoranti;Bellavista;Viale Edelweiss XX,;33020;RAVASCLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-660XX;46.5XXX 12.9XXX;info@federweb.com;
Ristoranti;Trattoria Alla Vecchia Padella;Via Madonna di Campagna,;33079;SESTO AL REGHENA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-18362XX;45.85XXX 12.88XXX;info@federweb.com;
Ristoranti;Marina Kebab e Pizza;Riva Grumula X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24504XX;45.64XXX 13.75XXX;info@federweb.com;
Ristoranti;Hotel Vajont;Piazzale Monte Toch, X,;33080;VAJONT ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7996XX;46.14XXX 12.6XXX;info@federweb.com;
Ristoranti;Alice Pizza;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0383-8137XX;46.0XXX 13.17XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bar-Trattoria"al Triestin" di Soppelsa Fabio;Via Vittorio Emanuele ii XX,;33080;CIMOLAIS ;(PN) ;    FRIULI VENEZIA GIULIA;377-15312XX;46.28XXX 12.43XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Alla Terrazza di Lucca Cristina & c. Sas;Stretta Cornelio Gallo X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17450XX;46.09XXX 13.43XXX;info@federweb.com;
Ristoranti;Moscardino Bistrot;Piazza della Vittoria XX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-19951XX;45.94XXX 13.62XXX;info@federweb.com;
Ristoranti;Primo S.r.l.s.;Via s. Caterina da Siena X,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-97197XX;45.6XXX 13.77XXX;info@federweb.com;
Ristoranti;Sione Fabio;Via Cividale X,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6792XX;46.11XXX 13.34XXX;info@federweb.com;
Ristoranti;Kebab Aga;Corso Italia XX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;342-82940XX;45.94XXX 13.61XXX;info@federweb.com;
Ristoranti;Osmiza Furlan Gigi;Località Sgonico XX,;34010;SGONICO ;(TS) ;    FRIULI VENEZIA GIULIA;040-2292XX;45.73XXX 13.74XXX;info@federweb.com;
Ristoranti;Trattoria Bruno di Flavio Muzzo e c.;Via San Marco XX, Castions;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-970XX;45.97XXX 12.79XXX;info@federweb.com;
Ristoranti;Pizza al Taglio;Viale Europa Unita X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;333-34820XX;45.67XXX 13.3XXX;info@federweb.com;
Ristoranti;Adonis;Via San Francesco d Assisi XX,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;389-44919XX;45.65XXX 13.78XXX;info@federweb.com;
Ristoranti;Chimerina;Via del Pane X,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24753XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Bar Buffet Andrea;Via Gorizia XX,;34136;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;349-64936XX;45.66XXX 13.76XXX;info@federweb.com;
Ristoranti;Gasoline Finger Food Pizzeria Hamburgeria;Via Rodeano XX,;33030;DIGNANO ;(UD) ;    FRIULI VENEZIA GIULIA;338-13614XX;46.11XXX 12.9XXX;info@federweb.com;
Ristoranti;Bianco;Via Armando Diaz X,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6625XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Puccino's Presso Centro Commerciale "i Salici";Viale Europa, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;348-57628XX;45.94XXX 12.4XXX;info@federweb.com;
Ristoranti;Osteria Monte Corona;Priuso di Socchieve, Campo Sportivo,;33020;SOCCHIEVE ;(UD) ;    FRIULI VENEZIA GIULIA;329-56156XX;46.39XXX 12.8XXX;info@federweb.com;
Ristoranti;La Kantinetta;Via Pompeo Giustiniani XX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;333-31109XX;45.94XXX 13.63XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Speranza;Via dell Istria XX,;34137;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7626XX;45.6XXX 13.78XXX;info@federweb.com;
Ristoranti;Erbosteria - la Cucina Delle Erbe;Via Vittorio Alfieri XX,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;338-65476XX;45.64XXX 13.78XXX;info@federweb.com;
Ristoranti;Ristorante al Vecchio Mulino;Via Palmanova XX,;33050;GONARS ;(UD) ;    FRIULI VENEZIA GIULIA;349-78604XX;45.90XXX 13.27XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;U Sushi Sas di ni Ermimg;Via Taboga XXX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9829XX;46.26XXX 13.10XXX;info@federweb.com;
Ristoranti;Osteria "la Roggia Del Mulino";Via Roma XX,;34070;TURRIACO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-0689XX;45.82XXX 13.43XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Viva Srl;Via Tavagnacco XX/XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4829XX;46.09XXX 13.22XXX;info@federweb.com;
Ristoranti;Domia Snc di  Domini Luca & Miani Federica;Via Colugna X,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6891XX;46.1XXX 13.17XXX;info@federweb.com;
Ristoranti;Agriturismo da Bibc;Trieste X Viale Venti Settembre,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;328-15703XX;45.64XXX 13.78XXX;info@federweb.com;
Ristoranti;Gabin Food Srl;Via Nazionale XX,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8821XX;46.13XXX 13.22XXX;info@federweb.com;
Ristoranti;Agriturismo "Lorenzon Luciano";Via Roma XX,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-990XX;45.89XXX 13.48XXX;info@federweb.com;
Ristoranti;Kebab Mje;Via Giovanni Delfino X,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;377-54554XX;45.91XXX 12.85XXX;info@federweb.com;
Ristoranti;Kebab & Burek Original Balkan;Via Lilienfeld XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;320-69536XX;45.68XXX 13.13XXX;info@federweb.com;
Ristoranti;Puja di Prata;Via Principe Umberto XX, Puia;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;328-86969XX;45.87XXX 12.56XXX;info@federweb.com;
Ristoranti;Agriturismo Merlino;Via Giosuè Carducci XX,;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;347-89313XX;46.20XXX 13XXX;info@federweb.com;
Ristoranti;Brocante;Viale San Marco XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-3602XX;45.80XXX 13.53XXX;info@federweb.com;
Ristoranti;Istanbul Kebab e Pizza;Via Roma XX,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;342-14767XX;45.83XXX 13.20XXX;info@federweb.com;
Ristoranti;Osteria da Beato;Via della Concordia,;33048;CHIOPRIS;VISCONE ;(UD) ;    FRIULI VENEZIA GIULIA;389-65768XX;45.93XXX 13.38XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Cobe S.r.l.;Localita' Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-910XX;45.8XXX 13.43XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;A le Patrie Dal Friul;Largo Municipio XX,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;348-07386XX;46.01XXX 13.1XXX;info@federweb.com;
Ristoranti;Fun@Food Srl;Via Risera X,;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9590XX;45.9XXX 12.7XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bevitu Alc;Viale Palmanova XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;329-88169XX;46.05XXX 13.24XXX;info@federweb.com;
Ristoranti;La Genzianella;Piazzale della Puppa, Piancavallo;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;339-69442XX;46.10XXX 12.51XXX;info@federweb.com;
Ristoranti;El Gato Negro;Via Pordenone X,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;327-90092XX;46.16XXX 12.70XXX;info@federweb.com;
Ristoranti;Ristorante Pizzeria Friuli;Via Udine XX,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-19909XX;45.82XXX 13.33XXX;info@federweb.com;
Bar e Caffe'        Ristoranti;Bar da Laura;Piazza Foro Giulio Cesare X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7009XX;46.09XXX 13.42XXX;info@federweb.com;
Ristoranti;Campiello Della Vela;Via Aquileia XX,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;333-57405XX;45.68XXX 13.38XXX;info@federweb.com;
Ristoranti;Le Bistrot Bar & Cucina Casalinga;Via Cavazzo Carnico,;33020;CAVAZZO CARNICO ;(UD) ;    FRIULI VENEZIA GIULIA;339-59870XX;46.36XXX 13.09XXX;info@federweb.com;
Locali e Ritrovi - Birrerie e Pubs        Ristoranti;Mr Crowley;Via Pieta XX,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24519XX;45.64XXX 13.78XXX;info@federweb.com;
Ristoranti;Solopescefresco;Via Croce Benedetto XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17431XX;46.05XXX 13.24XXX;info@federweb.com;
