Ristoranti;Risto Bar Grotta;Borgo Grotta Gigante , Borgo Grotta Gigante;34010;SGONICO ;(TS) ;    FRIULI VENEZIA GIULIA;040-3273;45.70 13.76;info@federweb.com;
Ristoranti;Al Monastero;Via Adelaide Ristori ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7008;46.09 13.42;info@federweb.com;
Ristoranti;Da Liu;Via Gabriele Foschiatti ,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6627;45.64 13.78;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Dai Geis;Via Bernardo Fanzio , Qualso;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8822;46.17 13.23;info@federweb.com;
Ristoranti;Ristorante Rio Argento di Zanazzi Sandro & c. s.a.s.;Via Pontebbana , Ugovizza;33010;MALBORGHETTO VALBRUNA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-600;46.51 13.47;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Tiziani Roberto e Dino Snc;Viale Miramare /A,;34136;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-4119;45.6 13.74;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Gino;Via Giovanni Pascoli ,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6336;45.6 13.78;info@federweb.com;
Ristoranti;Al Ciastelat;Strada del Ciastielat ,;33070;BUDOIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6547;46.05 12.53;info@federweb.com;
Pizzerie        Ristoranti;Alla Catina;Piazza Camillo Benso di Cavour ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5203;45.95 12.65;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Castello;Salita delle Mura ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2726;45.60 13.76;info@federweb.com;
Alberghi        Ristoranti;Magesta Spa;Piazza dell' Unita' d'Italia ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34834;45.64 13.76;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Bar Alle Sorgenti;Frazione Musi ,;33010;LUSEVERA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7874;46.31 13.28;info@federweb.com;
Ristoranti;Vergendo Serena;Via Piave ,;33029;VILLA SANTINA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-8901;46.41 12.9;info@federweb.com;
Ristoranti;Taverna al Pescatore;Via San Vito ,;33050;MARANO LAGUNARE ;(UD) ;    FRIULI VENEZIA GIULIA;0431-670;45.76 13.16;info@federweb.com;
Ristoranti;La Piola;Via San Nicolo ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3663;45.65 13.76;info@federweb.com;
Ristoranti;Pepenero Pepebianco;Via Cecilia de Rittmeyer ,;34134;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-76007;45.65 13.77;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Romanutti Aldo;Via iv Novembre ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9388;45.95 13.42;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Gostilna Franc di Persolja Dino;Via i Maggio ,;34070;SAVOGNA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-8820;45.90 13.5;info@federweb.com;
Ristoranti;Ristorante Giapponese Osaka;Via Levante ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3613;45.96 12.62;info@federweb.com;
Alberghi        Ristoranti;As Casa Del Pellegrino;Via Castelmonte , Castelmonte;33040;PREPOTTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7311;46.09 13.51;info@federweb.com;
Ristoranti;Chan Hairong;Via dell' Orologio /C,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32293;45.64 13.76;info@federweb.com;
Ristoranti;Tio 2000;Viale Ponte Rosso ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8586;45.93 12.87;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Parco;Via Stretta ,;33042;BUTTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6740;46.01 13.33;info@federweb.com;
Ristoranti;Osteria Alla Pancetta di Frosh Laura & c. S.n.c.;Borgo Molinars /, Forame;33040;ATTIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7893;46.19 13.33;info@federweb.com;
Rifugi Alpini        Ristoranti;Cocul;Localita Zoncolan,;33020;SUTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7752;46.51 12.95;info@federweb.com;
Ristoranti;Povoledo Giancarlo;Via Manin Daniele ,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-721;46.16 12.70;info@federweb.com;
Ristoranti;Pizzeria Ristorante  al Bunker 2  di Mentil Michele;Via Onorio de Luca ,;33010;TRASAGHIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9845;46.28 13.08;info@federweb.com;
Alberghi        Ristoranti;Al Ragno d'Oro;;;;0431-960;45.79 13.41;info@federweb.com;
Alberghi        Ristoranti;Harry's;Piazza I Maggio /, Zovello;33020;RAVASCLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-660;46.53 12.95;info@federweb.com;
Alberghi        Ristoranti;Aquila Nera;Via Bamberga ,;33010;MALBORGHETTO VALBRUNA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-600;46.50 13.43;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Suban;Frazione Terranova Piccola , Ternova Piccola;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2001;45.76 13.70;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Dino di Fabio Aureli & co. s.a.s.;Salita al Promontorio ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;347-35346;45.64 13.75;info@federweb.com;
Ristoranti;Al Cjant Del Rusignul;Localita' Mernico ,;34070;DOLEGNA DEL COLLIO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6343;46.04 13.49;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Osteria Cimenti;Via Raveo,;33020;ENEMONZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7461;46.42 12.87;info@federweb.com;
Ristoranti;Navigando;Riva Nazario Sauro ,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32292;45.64 13.76;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bar Trattoria Casa Degli Antichi Aromi;Via Cividale /A, Ziracco;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;392-61522;46.11 13.34;info@federweb.com;
Ristoranti;Al Vecchio Municipio;Via Trieste ,;33032;BERTIOLO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9140;45.94 13.05;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ferrauti Bruno & c. Sas;Via Stazione ,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-22;46.50 13.5;info@federweb.com;
Pizzerie        Ristoranti;Mondo Pizza;Viale Palmanova ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5205;46.05 13.24;info@federweb.com;
Ristoranti;Al Fogolar da Mander - Solimbergo;Via Giuseppe Garibaldi , Solimbergo;33090;SEQUALS ;(PN) ;    FRIULI VENEZIA GIULIA;0427-930;46.17 12.81;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Mukerli;Via San Quirino ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-601;45.96 13.46;info@federweb.com;
Ristoranti;Osteria da Buia di de Zorzi Pascale;Via Vivarina /A, Dandolo;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-711;46.10 12.74;info@federweb.com;
Ristoranti;Ristorante Pizzeria  al Faro di Rover Vanessa;Via Vincenzo Bellini ,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9985;46.00 12.56;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Napoleone;Via Luseo ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-8844;45.72 13.45;info@federweb.com;
Ristoranti;Ristorante Allo Storione di Buzzi Giacomo;Piazza Giuseppe Mazzini , Ghirano;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6260;45.84 12.5;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Primozic;Viale xx Settembre ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-821;45.95 13.;info@federweb.com;
Ristoranti;Vogric;Localita Uclanzi , Uclanzi;34070;SAN FLORIANO DEL COLLIO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-8840;45.97 13.58;info@federweb.com;
Ristoranti;Ex Posta;Via Friuli ,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-6440;46.51 13.60;info@federweb.com;
Pizzerie        Ristoranti - Trattorie ed Osterie;Pulcinella;Via Sclavons ,;33084;CORDENONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-0122;45.98 12.69;info@federweb.com;
Ristoranti;Al Portonat di de Rosa Alessandra e c. S.n.c.;Piazza Dante Alighieri ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9408;46.16 13.0;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Osteria Moderna;Via Cividale ,;33040;FAEDIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7280;46.14 13.34;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Paola;Via Monte Sabotino ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-207;45.92 13.60;info@federweb.com;
Enoteche e Vendita Vini        Ristoranti;Fred;Via del Freddo ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5050;46.06 13.23;info@federweb.com;
Ristoranti;Agosti;Via Tolmezzo ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-712;45.68 13.14;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Trota;Via Specognis ,;33046;PULFERO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7260;46.18 13.47;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Vecchio Castello;Via Guglielmo Marconi ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9382;45.91 12.85;info@federweb.com;
Alberghi        Ristoranti;Al Tai d'Isonzo;Via Monte Santo ,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-914;45.86 13.44;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Dal Bolognes;Via Nespoledo ,;33050;LESTIZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7649;45.97 13.07;info@federweb.com;
Ristoranti;Ristorante Alla Campana;Piazza della Vittoria ,;33084;CORDENONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9320;45.98 12.70;info@federweb.com;
Ristoranti;Bar da Teo;Piazza Risorgimento ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2471;45.95 12.66;info@federweb.com;
Agriturismo        Ristoranti;Il Vagabondo;Via Bruno Beltrame ,;33042;BUTTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6738;46.00 13.33;info@federweb.com;
Ristoranti;Delfino Blu;Viale John Fitzgerald Kennedy ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-830;45.67 13.40;info@federweb.com;
Ristoranti;Ristorante Caina;Campo s. Niceta ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-801;45.67 13.;info@federweb.com;
Pizzerie        Ristoranti - Trattorie ed Osterie;Aladino;Via Roma ,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6332;45.8 12.71;info@federweb.com;
Ristoranti;Ronciade S.r.l.;Piazzale Martiri della Liberta' , Piancavallo;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6550;46.11 12.52;info@federweb.com;
Ristoranti;Bar Duca di de Lorenzo Ivan Antonio Iii;Corso Zanussi Lino ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-0123;45.96 12.62;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Pellegrino;Via Carraria ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7302;46.09 13.44;info@federweb.com;
Ristoranti;Filipputti Gabriela;Piazza del Popolo /D,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7818;45.95 12.50;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ivana & Secondo;Via Manazzons ,;33094;PINZANO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0432-9500;46.20 12.9;info@federweb.com;
Ristoranti;Borgo Poscolle di Pillinini Lucio & c. s.a.s.;Via Poscolle /A,;33020;CAVAZZO CARNICO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-9350;46.36 13.03;info@federweb.com;
Ristoranti;Ristorante da Eligio s.a.s.;Via Garibaldi , Cecchini;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6207;45.87 12.60;info@federweb.com;
Alberghi        Ristoranti - Trattorie ed Osterie;Trattoria al Campanile;Via Fredda ,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-307;45.82 13.36;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Alla Pace;Via Montereale ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3651;45.96 12.65;info@federweb.com;
Ristoranti;Al Scus;Via Monsignor Cattarossi , Cortale;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8538;46.1 13.25;info@federweb.com;
Ristoranti;Il Pedrocchino;Piazza iv Novembre ,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-700;45.95 12.49;info@federweb.com;
Ristoranti;Frasca;Via Valli del Natisone ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7323;46.07 13.25;info@federweb.com;
Tipografie        Ristoranti - Trattorie ed Osterie;Ginevra;Via Tarvisio ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-4277;45.67 13.09;info@federweb.com;
Ristoranti;Allegra Fattoria;Via Malchina ,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2999;45.78 13.66;info@federweb.com;
Ristoranti;Laghetto Alcione;Via dei Prati ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;339-73108;46.03 13.26;info@federweb.com;
Alberghi        Ristoranti;Patriarchi;Via Giulia Augusta ,;33051;AQUILEIA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-910;45.76 13.36;info@federweb.com;
Ristoranti;Da Sardo;Frazione Pesariis ,;33020;PRATO CARNICO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-690;46.52 12.77;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Bacco;Via del Mercato ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8799;45.91 12.85;info@federweb.com;
Ristoranti;Masarin Alessio e Andrea Snc;Piazza Centrale ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8342;45.92 12.84;info@federweb.com;
Bar e Caffe'        Ristoranti;Agli Artisti;Campiello Porta Grande ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-830;45.6 13.38;info@federweb.com;
Ristoranti;La Taverna;Piazza Castello ,;33010;COLLOREDO DI MONTE ALBANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8890;46.16 13.13;info@federweb.com;
Ristoranti;Le Masiere;Strada Pedemontana Occidentale ,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6614;46.08 12.57;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Con Cucina Alle Antiche Scuderie;Piazza Castello ,;33010;COLLOREDO DI MONTE ALBANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8892;46.16 13.14;info@federweb.com;
Ristoranti;Osteria Borgo Ronche;Via Silvio Pellico ,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5650;45.97 12.58;info@federweb.com;
Ristoranti;Rosa;Via Latisana ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-701;45.68 13.13;info@federweb.com;
Ristoranti;C. & c. di Cenedese Liviana e Calligaris Paolo S.n.c.;Via Giacomo Vittori ,;34078;SAGRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9698;45.87 13.48;info@federweb.com;
Ristoranti;La Tavernaccia;Via Umberto i ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9408;46.15 13.00;info@federweb.com;
Ristoranti;Pesce d'Oro;Via Bagni Nuova ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-8302;45.79 13.52;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Le Casete;Via Redipuglia ,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7770;45.83 13.49;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Di Doi;Piazza Don Davide Boz , Basedo;33083;CHIONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6300;45.84 12.74;info@federweb.com;
Bar e Caffe'        Ristoranti;Bar Caucigh;Via Gemona ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5027;46.06 13.23;info@federweb.com;
Ristoranti;Da Maria;Via Fuidane ,;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6792;46.10 13.31;info@federweb.com;
Ristoranti;Al Tac;Via Beltrame ,;33030;RAGOGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9407;46.17 12.97;info@federweb.com;
Ristoranti;Osteria al Rustico;Piazza Centrale , Prodolone;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8342;45.92 12.84;info@federweb.com;
Ristoranti;Garden;Via Leonardo da Vinci ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5423;46.07 13.21;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ai Colli di Spessa S.r.l.;Via Cormons ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7161;46.05 13.43;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Friuli;Via Rosa ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-827;45.92 12.8;info@federweb.com;
Ristoranti;M.c.f. di Bertoli Francesca e c. Snc;Via Camillo Panciera ,;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9771;45.96 12.76;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria la' di Berto;Via dei Campi ,;33040;FAEDIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7110;46.14 13.36;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Alle Sorgenti;Frazione Cornappo ,;33040;TAIPANA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7902;46.27 13.33;info@federweb.com;
Ristoranti;Locanda da Mario;Frazione Draga Sant'Elia , Draga Sant'Elia;34018;SAN DORLIGO DELLA VALLE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2281;45.62 13.88;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Sant'Andrea;Via Sant Andrea ,;33030;MORUZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6725;46.12 13.15;info@federweb.com;
Ristoranti;Ristorante Bar la Bricola;Viale Aprilia Marittima ,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-534;45.69 13.07;info@federweb.com;
Pizzerie        Ristoranti - Trattorie ed Osterie;Parini;Via Giuseppe Parini ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7314;46.08 13.43;info@federweb.com;
Ristoranti;Pizza Matrix di 46 di Vidotto g. e c Sas;Via Giuseppe Sinico ,;34139;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-9478;45.64 13.80;info@federweb.com;
Ristoranti;Turchetti Daniele;Via Rive Grande ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9728;46.27 13.13;info@federweb.com;
Ristoranti;Bussetti Sabrina e Rossin Michele Snc;Strada di Fiume ,;34137;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3928;45.63 13.79;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Rosa Del Vecchio;Piazza Plebiscito ,;33080;FRISANCO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-780;46.22 12.7;info@federweb.com;
Alberghi        Ristoranti;Albergo al Giardino;Via Circonvallazione Nuova ,;33092;FANNA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7780;46.18 12.74;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Risorta;Riva Edmondo de Amicis ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2712;45.60 13.76;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ai Buoni Amici;Via Tarcetta , Tarcetta;33046;PULFERO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7091;46.15 13.47;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Mulino Ferrant;Via dei Mulini ,;33010;CASSACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8813;46.17 13.16;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Subida S.n.c. di Sirk a. & c.;Via Subida ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-605;45.9 13.49;info@federweb.com;
Ristoranti;La Baia s.r.l;Via San Nicolò ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3653;45.65 13.76;info@federweb.com;
Ristoranti;Aribert S.n.c. di Suran Arianna & Cerkvenik Berto;Via Zorutti Pietro /,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-76003;45.63 13.78;info@federweb.com;
Ristoranti;Locanda Vil di Var;Via a. Robiani ,;33030;VARMO ;(UD) ;    FRIULI VENEZIA GIULIA;349-43270;45.88 12.98;info@federweb.com;
Ristoranti;Al Braciere;Via Cartiere ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5514;45.95 12.63;info@federweb.com;
Alberghi        Ristoranti;Albergo Pittis S.n.c.;Via Leonardo Andervolti ,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9753;46.25 13.07;info@federweb.com;
Ristoranti;Sapori;Via Musile ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2410;45.95 12.69;info@federweb.com;
Alberghi        Ristoranti;Albergo Italia di Brugnolo t. & c. s.a.s.;Via Colombo Cesare Augusto ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-404;45.80 13.55;info@federweb.com;
Ristoranti;Pronto ... Pizza di Memolla Arti al Tarcentino di Memolla Arti;Piazza Marnico ,;33011;ARTEGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9774;46.24 13.15;info@federweb.com;
Ristoranti;La Baia S.r.l.;Via Giulio Cesare ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3056;45.6 13.75;info@federweb.com;
Alberghi        Ristoranti;Centrale;Piazza del Comune, Vico;33024;FORNI DI SOPRA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-880;46.42 12.57;info@federweb.com;
Pizzerie        Ristoranti;Glamour;Via Vallada ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5933;45.96 12.61;info@federweb.com;
Ristoranti;Pizzeria Doge di Doge Srl cr;Via s. Daniele ,;33030;MAJANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-0127;46.17 13.05;info@federweb.com;
Enoteche e Vendita Vini        Ristoranti;Enoteca Alla Vite di Zaccomer Sandra;Via Alessandro Manzoni ,;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7905;46.19 13.26;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ai Tigli;Piazza Tiglio , Savorgnano;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-802;45.89 12.85;info@federweb.com;
Enoteche e Vendita Vini        Ristoranti;Enoteca Nanut;Via Genova ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3606;45.65 13.7;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Grossutti;Piazza Mercato ,;33032;BERTIOLO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9170;45.94 13.04;info@federweb.com;
Ristoranti;Verdi Colline;Piazza xiv Maggio , Toppo;33090;TRAVESIO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-901;46.20 12.82;info@federweb.com;
Ristoranti;Dollaro Sas di Ius Luca e c.;Via Latisana ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-705;45.69 13.14;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Mulino;Via Ugo Foscolo ,;33040;CAMPOLONGO TAPOGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9993;45.86 13.38;info@federweb.com;
Ristoranti;Al Gallo;Via s. Marco ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5216;45.95 12.66;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Sgubin di Teresa Movern;Frazione Scriò ,;34070;DOLEGNA DEL COLLIO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-603;46.0 13.50;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Da Giacomino;Piazza Vittorio Emanuele ,;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9796;45.96 12.77;info@federweb.com;
Ristoranti;Al Ristoro;Localita Lazzaretto ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2738;45.59 13.72;info@federweb.com;
Ristoranti;Vitanova Snc di Balestreri Fiorenzo e Zanin Verginia;Via della Prefettura ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5120;46.06 13.2;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Casa di Dorasas di Wioletta Braur;Via Rubignacco ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7010;46.10 13.41;info@federweb.com;
Ristoranti;Al Bancut;Viale dei Platani ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-719;45.69 13.1;info@federweb.com;
